playerId,shortName,firstName,lastName,teamId,teamName,position_code,position_name_ro,role_general,foot,birthDate,nationality,height_cm,weight_kg,matchesPlayed,totalMinutes,total_goals,total_assists,total_shots,total_shotsOnTarget,total_yellowCards,total_redCards,total_passes,total_successfulPasses,total_dribbles,total_successfulDribbles,total_duels,total_duelsWon,total_losses,total_ownHalfLosses,total_dangerousOwnHalfLosses,total_interceptions,total_recoveries,avg_goals,avg_assists,avg_shots,avg_passes,avg_successfulPasses,avg_losses,avg_ownHalfLosses,avg_dangerousOwnHalfLosses,avg_duels,avg_duelsWon,pct_successfulPasses,pct_duelsWon,pct_successfulDribbles,pct_shotsOnTarget,position_name_en,total_matches,total_matchesInStart,total_matchesSubstituted,total_matchesComingOff,total_minutesOnField,total_minutesTagged,total_headShots,total_directRedCards,total_penalties,total_linkupPlays,total_defensiveDuels,total_defensiveDuelsWon,total_offensiveDuels,total_offensiveDuelsWon,total_aerialDuels,total_aerialDuelsWon,total_fouls,total_smartPasses,total_successfulSmartPasses,total_passesToFinalThird,total_successfulPassesToFinalThird,total_crosses,total_successfulCrosses,total_forwardPasses,total_successfulForwardPasses,total_backPasses,total_successfulBackPasses,total_throughPasses,total_successfulThroughPasses,total_keyPasses,total_successfulKeyPasses,total_verticalPasses,total_successfulVerticalPasses,total_longPasses,total_successfulLongPasses,total_defensiveActions,total_successfulDefensiveAction,total_attackingActions,total_successfulAttackingActions,total_freeKicks,total_freeKicksOnTarget,total_directFreeKicks,total_directFreeKicksOnTarget,total_corners,total_successfulPenalties,total_successfulLinkupPlays,total_accelerations,total_pressingDuels,total_pressingDuelsWon,total_looseBallDuels,total_looseBallDuelsWon,total_missedBalls,total_shotAssists,total_shotOnTargetAssists,total_opponentHalfRecoveries,total_dangerousOpponentHalfRecoveries,total_xgShot,total_xgAssist,total_xgSave,total_receivedPass,total_touchInBox,total_progressiveRun,total_offsides,total_clearances,total_secondAssists,total_thirdAssists,total_shotsBlocked,total_foulsSuffered,total_progressivePasses,total_counterpressingRecoveries,total_slidingTackles,total_goalKicks,total_dribblesAgainst,total_dribblesAgainstWon,total_goalKicksShort,total_goalKicksLong,total_successfulProgressivePasses,total_successfulSlidingTackles,total_successfulGoalKicks,total_fieldAerialDuels,total_fieldAerialDuelsWon,total_gkCleanSheets,total_gkConcededGoals,total_gkShotsAgainst,total_gkExits,total_gkSuccessfulExits,total_gkAerialDuels,total_gkAerialDuelsWon,total_gkSaves,total_newDuelsWon,total_newDefensiveDuelsWon,total_newOffensiveDuelsWon,total_newSuccessfulDribbles,total_lateralPasses,total_successfulLateralPasses,avg_passLength,avg_longPassLength,avg_dribbleDistanceFromOpponentGoal,avg_ballRecoveries,avg_defensiveDuels,avg_offensiveDuels,avg_aerialDuels,avg_fouls,avg_smartPasses,avg_passesToFinalThird,avg_crosses,avg_dribbles,avg_headShots,avg_interceptions,avg_successfulDefensiveAction,avg_yellowCards,avg_redCards,avg_directRedCards,avg_successfulAttackingActions,avg_freeKicks,avg_directFreeKicks,avg_corners,avg_penalties,avg_accelerations,avg_looseBallDuels,avg_missedBalls,avg_forwardPasses,avg_backPasses,avg_throughPasses,avg_keyPasses,avg_verticalPasses,avg_longPasses,avg_shotAssists,avg_shotOnTargetAssists,avg_linkupPlays,avg_opponentHalfRecoveries,avg_dangerousOpponentHalfRecoveries,avg_ballLosses,avg_defensiveDuelsWon,avg_offensiveDuelsWon,avg_successfulSmartPasses,avg_successfulCrosses,avg_successfulForwardPasses,avg_successfulBackPasses,avg_successfulThroughPasses,avg_successfulKeyPasses,avg_successfulVerticalPasses,avg_successfulLongPasses,avg_successfulDribbles,avg_defensiveActions,avg_attackingActions,avg_freeKicksOnTarget,avg_directFreeKicksOnTarget,avg_successfulPenalties,avg_successfulLinkupPlays,avg_looseBallDuelsWon,avg_successfulPassesToFinalThird,avg_xgShot,avg_xgAssist,avg_xgSave,avg_receivedPass,avg_touchInBox,avg_progressiveRun,avg_offsides,avg_clearances,avg_secondAssists,avg_thirdAssists,avg_foulsSuffered,avg_progressivePasses,avg_counterpressingRecoveries,avg_slidingTackles,avg_goalKicks,avg_shotsBlocked,avg_shotsOnTarget,avg_successfulProgressivePasses,avg_successfulSlidingTackles,avg_successfulGoalKicks,avg_dribblesAgainst,avg_dribblesAgainstWon,avg_goalKicksShort,avg_goalKicksLong,avg_fieldAerialDuels,avg_fieldAerialDuelsWon,avg_gkConcededGoals,avg_gkShotsAgainst,avg_gkExits,avg_gkAerialDuels,avg_gkSaves,avg_gkSuccessfulExits,avg_gkAerialDuelsWon,avg_newDuelsWon,avg_newDefensiveDuelsWon,avg_newOffensiveDuelsWon,avg_newSuccessfulDribbles,avg_lateralPasses,avg_successfulLateralPasses,pct_defensiveDuelsWon,pct_offensiveDuelsWon,pct_aerialDuelsWon,pct_successfulSmartPasses,pct_successfulPassesToFinalThird,pct_successfulCrosses,pct_headShotsOnTarget,pct_goalConversion,pct_directFreeKicksOnTarget,pct_penaltiesConversion,pct_win,pct_successfulForwardPasses,pct_successfulBackPasses,pct_successfulThroughPasses,pct_successfulKeyPasses,pct_successfulVerticalPasses,pct_successfulLongPasses,pct_successfulShotAssists,pct_successfulLinkupPlays,pct_yellowCardsPerFoul,pct_successfulProgressivePasses,pct_successfulSlidingTackles,pct_successfulGoalKicks,pct_dribblesAgainstWon,pct_fieldAerialDuelsWon,pct_gkSaves,pct_gkSuccessfulExits,pct_gkAerialDuelsWon,pct_newDuelsWon,pct_newDefensiveDuelsWon,pct_newOffensiveDuelsWon,pct_newSuccessfulDribbles,pct_successfulLateralPasses
47583,Guilherme Garutti,Guilherme,Gomes Garutti,23334,FC Argeș,cb,Fundaș Central,Defender,right,3/8/1994,Brazil,194,71,19,1312,1,0,10,3,3,0,365,278,2,1,213,112,125,61,16,75,207,0.046,0,0.478,18.15,13.886,5.764,2.84,0.58,10.796,6.035,55.45,56.568,5.263,12.281,Centre Back,19,13,2,6,1312,1312,7,0,0,0,75,29,9,4,101,64,10,0,0,69,40,0,0,169,104,14,13,1,1,0,0,160,147,94,54,150,135,12,4,0,0,0,0,0,0,0,0,2,0,28,15,2,0,0,21,0,1.49,0,0,170,12,1,0,53,1,0,9,5,86,100,0,2,22,14,2,0,48,0,2,101,64,0,0,0,0,0,0,0,0,143,60,4,1,160,147,22.611,32.387,4.258,10.763,4.069,0.438,4.853,0.521,0,3.433,0,0.095,0.333,3.634,6.923,0.143,0,0,0.141,0,0,0,0,0,1.438,0.096,8.229,0.671,0.048,0,8.199,4.583,0,0,0,1.068,0,0,1.789,0.148,0,0,5.064,0.62,0.048,0,7.496,2.453,0,7.703,0.573,0,0,0,0,0.886,1.892,0.072,0,0,8.562,0.478,0.046,0,2.652,0.046,0,0.197,4.088,5.023,0,0.126,0.437,0.141,2.177,0,0.126,1.034,0.593,0.126,0,4.853,3.212,0,0,0,0,0,0,0,7.535,3.289,0.148,0,8.199,7.496,29.722,18.421,48.4,0,41.689,0,7.017,1.754,0,0,36.842,45.343,35.088,5.263,0,64.764,36.374,0,0,15.789,33.785,0,10.526,19.298,48.4,0,0,0,50.532,55.468,15.789,0,64.764
64958,S. Krell,Stefan,Krell,60390,Petrolul 52,gk,Portar,Goalkeeper,right,6/12/1992,Austria,189,87,12,1072,0,0,0,0,1,0,154,125,1,1,6,4,40,16,1,13,40,0,0,0,12.926,10.522,3.407,1.259,0.076,0.467,0.31,79.214,33.333,8.333,0,Goalkeeper,12,10,0,2,1072,1072,0,0,0,0,2,0,1,1,2,2,1,0,0,13,8,0,0,96,69,0,0,0,0,0,0,54,53,71,43,15,14,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12.77,95,0,0,0,0,0,0,0,1,62,3,0,90,2,1,42,48,41,0,81,0,0,2,14,48,17,0,2,2,34,5,1,1,1,54,53,34.399,47.65,7.7,3.482,0.157,0.076,0.158,0.077,0,1.21,0,0.076,0,1.128,1.208,0.081,0,0,0.076,0,0,0,0,0,0.076,0,8.312,0,0,0,4.299,6.27,0,0,0,0,0,0,0,0.076,0,0,6.066,0,0,0,4.22,3.943,0.076,1.284,0.076,0,0,0,0,0.076,0.746,0,0,1.053,7.826,0,0,0,0,0,0,0.076,5.211,0.298,0,7.607,0,0,3.578,0,6.758,0.157,0.08,3.383,4.222,0,0,1.14,3.987,1.387,0.158,2.848,0,0.158,0.39,0.08,0.076,0.076,4.299,4.22,0,8.333,16.667,0,40.277,0,0,0,0,0,8.333,72.168,0,0,0,90.277,59.268,0,0,0,67.699,0,92.12,8.333,0,66.667,0,16.667,41.667,8.333,8.333,8.333,90.277
68126,G. Milanov,Georgi,Milanov,11564,Dinamo București,rcmf3,Mijlocaș Central Dr.,Midfielder,left,2/19/1992,Bulgaria,184,74,27,830,1,1,14,5,5,1,492,429,20,12,154,67,101,24,3,29,37,0.046,0,0.224,11.51,10.07,2.036,0.634,0.046,3.242,1.343,18.724,46.821,35.185,1.852,Right Centre Midfielder,27,5,5,22,830,830,4,0,0,5,35,6,55,28,50,26,9,0,0,49,34,8,2,146,112,107,103,5,0,2,2,147,135,31,14,67,54,42,15,7,4,0,0,10,0,4,0,2,0,14,7,4,7,2,22,3,0.9,0.73,0,373,17,9,2,12,0,2,4,17,39,22,3,0,5,1,0,0,30,0,0,50,26,0,0,0,0,0,0,0,0,78,22,23,8,147,135,15.949,19.092,18.022,0.951,0.881,0.923,1.167,0.159,0,1.237,0.045,0.113,0.163,0.605,1.354,0.046,0,0,0.204,0,0,0,0,0,0.27,0,3.529,1.877,0.093,0,3.934,0.977,0,0,0.067,0.6,0.116,0,0.046,0.489,0,0.045,2.559,1.877,0,0,3.663,0.452,0.113,1.579,0.382,0,0,0,0.067,0.131,0.738,0.024,0,0,8.096,0.163,0.194,0.116,0.197,0,0.046,0.346,0.77,0.488,0.093,0,0.071,0.046,0.572,0,0,0.158,0.046,0,0,1.167,0.676,0,0,0,0,0,0,0,1.953,0.656,0.489,0.113,3.934,3.663,15.432,49.136,13.58,0,11.667,3.704,1.852,1.852,0,0,18.519,16.447,18.519,0,0,20.154,10.432,14.815,3.704,14.815,12.963,0,0,3.704,13.58,0,0,0,13.68,18.086,13.271,7.407,20.154
68734,M. Zhelev,Milen,Zhelev,11571,FC Oțelul Galați,rb,Fundaș Lateral Dreapta,Defender,right,7/15/1992,Bulgaria,180,76,33,3056,1,0,9,2,6,0,1149,886,55,37,634,216,402,153,21,163,322,0.028,0,0.225,32.205,24.918,11.16,4.335,0.595,17.533,5.955,71.946,32.973,49.394,6.061,Right Back,33,31,4,2,3056,3056,1,0,0,0,290,55,155,70,98,49,60,3,0,164,108,77,33,501,341,176,162,7,1,4,4,280,231,134,62,465,362,144,68,0,0,0,0,0,0,0,15,8,0,91,42,10,14,4,85,12,1.03,1.15,0,777,17,68,0,69,2,0,12,24,254,155,12,0,92,43,0,0,176,6,0,98,49,0,0,0,0,0,0,0,0,338,187,60,33,280,231,17.93,33.694,27.139,8.945,8.11,4.276,2.669,1.704,0.085,4.509,2.145,1.483,0,4.572,10.102,0.177,0,0,1.885,0,0,0,0,0.42,2.479,0.283,13.934,4.997,0.195,0.111,7.836,3.703,0.404,0.111,0,2.387,0.342,0,1.543,1.938,0,0.926,9.542,4.594,0.028,0.111,6.455,1.703,1.017,12.995,3.938,0,0,0,0,1.146,3,0.027,0.035,0,21.967,0.43,1.837,0,1.95,0.065,0,0.687,7.08,4.311,0.313,0,0.345,0.056,4.873,0.14,0,2.551,1.193,0,0,2.669,1.333,0,0,0,0,0,0,0,9.343,5.217,1.649,0.904,7.836,6.455,19.006,41.298,46.768,0,58.254,31.616,0,3.03,0,0,36.364,63.731,87.902,3.03,12.121,75.711,41.108,19.697,0,9.088,64.321,11.111,0,41.469,46.768,0,0,0,49.967,60.876,34.01,41.97,75.711
74943,L. Kleinheisler,László,Kleinheisler,22731,Csikszereda Miercurea Ciuc,amf,Mijlocaș Ofensiv,Midfielder,right,4/8/1994,Hungary,173,70,6,410,1,0,8,5,1,0,132,110,7,5,71,30,45,9,0,21,36,0.235,0,1.618,23.458,19.617,8.48,1.757,0,12.585,5.39,70.1,41.64,52.778,52.778,Attacking Midfielder,6,6,4,0,410,410,0,0,1,1,18,7,34,13,7,2,5,0,0,15,13,4,0,35,26,34,33,1,0,2,2,39,33,9,5,40,31,19,8,1,0,0,0,0,0,1,2,4,0,12,8,4,4,2,18,3,1.81,0.43,0,81,7,11,0,2,0,1,1,7,19,20,1,0,4,1,0,0,15,1,0,7,2,0,0,0,0,0,0,0,0,30,9,11,3,39,33,18.093,20.343,33.7,6.315,3.223,5.942,1.432,0.855,0,2.457,0.822,1.122,0,4.042,5.732,0.235,0,0,1.523,0.16,0,0,0.16,0.235,1.99,0.838,6.068,5.75,0.16,0.435,6.937,1.482,0.83,0.435,0.235,3.285,0.553,0,1.447,2.272,0,0,4.692,5.75,0,0.435,5.685,1.017,0.75,7.418,3.562,0,0,0,0.235,1.292,2.303,0.355,0.088,0,14.582,1.593,1.907,0,0.313,0,0.235,1.24,3.525,3.9,0.153,0,0.16,0.998,2.77,0.153,0,0.75,0.153,0,0,1.432,0.38,0,0,0,0,0,0,0,5.273,1.537,2.06,0.523,6.937,5.685,37.223,39.393,16.667,0,80.952,0,0,5.555,0,0,33.333,62.19,83.333,0,16.667,66.162,30.555,33.333,16.667,16.667,52.315,16.667,0,8.333,16.667,0,0,0,35.275,40,29.67,19.445,66.162
75148,M. Eppel,Márton,Eppel,22731,Csikszereda Miercurea Ciuc,cf,Atacant Central,Forward,right,11/20/1991,Hungary,190,88,32,2061,11,0,48,24,1,0,245,167,24,20,382,169,263,70,13,52,45,0.337,0,1.446,7.105,4.838,7.921,2.195,0.283,11.153,4.945,49.345,43.538,40.104,27.865,Striker,32,23,19,9,2061,2061,14,0,2,26,30,4,114,52,174,90,12,2,0,29,13,4,2,56,24,54,47,3,0,4,4,74,51,10,3,82,69,78,42,0,0,0,0,0,2,14,1,43,0,64,23,24,9,4,29,7,9.73,1.51,0,199,67,8,16,34,0,0,4,31,22,37,0,0,7,1,0,0,10,0,0,174,90,0,0,0,0,0,0,0,0,173,17,43,16,74,51,14.399,6.806,14.328,1.424,0.802,3.415,4.972,0.375,0.041,0.721,0.136,0.751,0.407,1.549,2.034,0.036,0,0,1.248,0,0,0,0.071,0.03,1.963,0.838,1.442,1.676,0.073,0.065,2.061,0.273,0.252,0.065,0.674,1.038,0.235,0,0.127,1.539,0,0.066,0.596,1.432,0,0.065,1.43,0.098,0.612,2.351,2.374,0,0,0.071,0.355,0.701,0.276,0.294,0.026,0,5.887,2.052,0.228,0.565,1.078,0,0,0.904,0.508,1.148,0,0,0.103,0.702,0.191,0,0,0.136,0.027,0,0,4.972,2.579,0,0,0,0,0,0,0,4.949,0.486,1.183,0.48,2.061,1.43,7.5,41.637,37.206,0,15.104,6.25,12.5,17.187,0,6.25,28.125,28.125,59.531,0,3.125,37.924,7.812,12.5,11.719,3.125,11.979,0,0,3.125,37.206,0,0,0,32.135,21.562,24.203,25.521,37.924
80986,V. Raţă,Vadim,Raţă,23334,FC Argeș,rcmf3,Mijlocaș Central Dr.,Midfielder,right,5/5/1993,Moldova,173,64,30,2218,0,1,8,2,8,0,650,503,16,11,424,121,210,56,3,86,165,0,0.031,0.317,22.957,17.507,7.816,2.073,0.105,14.68,4.275,64.485,28.716,20,5,Right Centre Midfielder,30,23,12,7,2218,2218,3,0,0,0,199,34,99,39,72,32,44,2,1,116,79,35,13,239,162,108,99,5,2,5,5,207,169,66,34,301,211,61,23,5,3,0,0,45,0,0,3,52,0,54,16,11,21,5,96,8,0.8,2.23,0,366,24,19,2,15,1,0,6,12,108,109,16,0,57,27,0,0,79,7,0,72,32,0,0,0,0,0,0,0,0,185,109,28,7,207,169,18.738,28.842,13.85,5.971,6.899,3.312,2.773,1.564,0.063,4.046,1.28,0.568,0.109,3.203,7.462,0.339,0,0,0.775,0.198,0,1.849,0,0.094,1.695,0.424,8.457,3.885,0.172,0.128,7.248,2.388,0.786,0.128,0,3.623,0.305,0,1.162,1.364,0.031,0.396,5.605,3.616,0.062,0.128,5.696,1.247,0.411,10.62,2.227,0.135,0,0,0,0.526,2.672,0.032,0.06,0,12.977,0.744,0.606,0.071,0.528,0.038,0,0.459,3.769,3.967,0.518,0,0.241,0.073,2.791,0.244,0,1.91,0.909,0,0,2.773,1.225,0,0,0,0,0,0,0,6.482,3.742,0.992,0.274,7.248,5.696,19.144,31.926,29.5,3.333,53.045,20.833,3.333,0,0,0,40,54.364,71.833,6.667,13.333,67.128,35,28.333,0,14.443,56.839,15,0,39.166,29.5,0,0,0,38.302,47.033,23.574,13.889,67.128
81100,D. Rusu,Denis,Rusu,11663,FC Unirea Slobozia,gk,Portar,Goalkeeper,right,8/2/1990,Moldova,180,76,16,1557,0,0,0,0,2,0,239,197,1,0,13,9,76,26,2,27,58,0,0,0,13.857,11.423,4.402,1.508,0.115,0.746,0.516,81.534,32.812,0,0,Goalkeeper,16,16,0,0,1557,1557,0,0,0,0,2,0,2,1,9,8,1,0,0,19,11,0,0,150,115,0,0,1,0,0,0,81,77,109,75,29,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.39,135,0,0,0,6,0,0,0,3,92,9,0,143,2,0,42,101,68,0,120,0,0,3,23,83,29,0,9,8,60,9,0,1,0,81,77,32.803,45.322,0,3.351,0.112,0.115,0.519,0.054,0,1.093,0,0.058,0,1.559,1.559,0.115,0,0,0,0,0,0,0,0,0,0,8.7,0,0.06,0,4.692,6.321,0,0,0,0,0,0,0,0.058,0,0,6.67,0,0,0,4.461,4.351,0,1.672,0.058,0,0,0,0,0,0.632,0,0,1.463,7.842,0,0,0,0.346,0,0,0.174,5.334,0.524,0,8.289,0,0,3.944,0,6.961,0.112,0,2.446,5.845,0,0,1.332,4.783,1.674,0.519,3.452,0,0.459,0.516,0,0.058,0,4.692,4.461,0,6.25,31.25,0,48.958,0,0,0,0,0,25,73.223,0,0,0,94.896,63.215,0,0,0,67.902,0,84.251,0,0,67.858,0,31.25,32.812,0,6.25,0,94.896
83575,V. Chiricheș,Vlad Iulian ,Chiricheș,11565,FCSB,rdmf,Mijlocaș Defensiv Dr.,Midfielder,right,11/14/1989,Romania,184,75,12,562,0,0,7,3,0,0,329,294,5,5,89,40,44,20,3,23,67,0,0,0.342,24.691,21.9,3.371,1.58,0.193,7.397,2.896,44.187,51.735,25,12.5,Right Defensive Midfielder,12,6,5,6,562,562,1,0,0,0,22,4,25,13,32,17,6,1,0,44,34,4,1,90,74,42,38,2,0,1,0,143,135,23,16,47,36,17,7,0,0,0,0,0,0,0,0,0,0,10,6,2,2,1,20,4,0.51,0.01,0,221,5,6,0,6,0,0,2,5,48,44,2,0,7,2,0,0,35,0,0,32,17,0,0,0,0,0,0,0,0,43,11,9,3,143,135,18.493,25.567,7.183,4.931,1.884,1.986,2.572,0.516,0.074,3.017,0.367,0.074,0,1.782,2.828,0,0,0,0.272,0,0,0,0,0,0.955,0.186,5.997,3.033,0.221,0.098,11.615,1.845,0.074,0.098,0,1.355,0.193,0,0.338,0.943,0,0.098,4.661,2.773,0,0,10.99,1.245,0.074,3.897,0.857,0,0,0,0,0.507,2.338,0.026,0,0,16.677,0.247,0.564,0,0.456,0,0,0.538,3.552,3.414,0.231,0,0.214,0.172,2.324,0,0,0.657,0.095,0,0,2.572,1.107,0,0,0,0,0,0,0,3.152,0.814,0.722,0,11.615,10.99,8.889,35.417,13.789,0,35.499,4.167,0,0,0,0,25,39.724,36.458,0,0,47.302,27.5,8.333,0,0,30.802,0,0,4.167,13.789,0,0,0,20.53,26.25,14.583,0,47.302
83587,E. Bicfalvi,Eric,Bicfalvi,11571,FC Oțelul Galați,cf,Atacant Central,Forward,right,2/5/1988,Romania,187,79,4,266,0,0,4,0,1,0,46,32,5,2,77,21,42,13,1,4,5,0,0,0.888,7.622,5.418,6.887,2.005,0,13.178,3.597,32.955,27.44,31.25,0,Striker,4,2,0,2,266,266,2,0,0,3,10,3,29,10,24,3,2,0,0,6,3,2,2,14,8,10,10,0,0,2,2,11,7,2,1,14,13,11,3,1,0,1,0,0,0,3,0,4,0,14,5,4,3,2,4,0,0.78,0.43,0,23,9,3,1,2,0,0,2,4,2,2,0,0,0,0,0,0,2,0,0,24,3,0,0,0,0,0,0,0,0,26,9,9,1,11,7,15.972,8.67,6.225,0.675,0.905,5.418,4.425,0.215,0,1.332,0,0.918,0.445,0.46,1.362,0.23,0,0,0,0.23,0.23,0,0,0,2.432,0.428,2.465,1.822,0,0.46,1.532,0.46,0.69,0.46,0.69,0.675,0,0,0.23,1.805,0,0,1.345,1.822,0,0.46,0.888,0.23,0.23,1.365,1.805,0,0,0,0.69,0.888,0.658,0.168,0.098,0,3.81,1.775,0.23,0,0.23,0,0,0.918,0.46,0.23,0,0,0.23,0,0.46,0,0,0,0,0,0,4.425,0.675,0,0,0,0,0,0,0,4.057,0.905,1.592,0,1.532,0.888,20.832,33.332,7.828,0,25,0,0,0,0,0,25,26.785,50,0,25,35,12.5,0,25,0,25,0,0,0,7.828,0,0,0,14.492,50,12.5,0,35
83590,A. Chipciu,Alexandru,Chipciu,60374,Universitatea Cluj,lb,Fundaș Lateral Stânga,Defender,right,5/18/1989,Romania,177,71,31,2889,0,1,24,8,7,0,1517,1215,72,53,469,174,385,155,31,140,294,0,0.029,0.71,45.972,36.859,11.677,4.595,0.917,14.231,5.314,75.944,36.965,62.169,14.516,Left Back,31,30,3,1,2889,2889,1,0,0,0,218,51,146,82,44,17,40,4,3,253,167,56,21,691,498,169,152,22,9,11,10,431,377,234,132,364,288,156,71,4,3,2,1,5,0,0,17,4,0,61,24,4,18,11,67,14,1.45,2.14,0,1111,31,92,1,59,2,1,8,13,347,97,6,0,84,47,0,0,251,2,0,44,17,0,0,0,0,0,0,0,0,251,142,68,39,431,377,19.952,35.478,29.061,8.858,6.621,4.449,1.353,1.259,0.114,7.721,1.721,2.23,0.03,4.112,8.554,0.23,0,0,2.16,0.08,0.025,0.151,0,0.491,1.809,0.121,20.935,5.175,0.678,0.324,12.97,6.987,0.538,0.324,0,2.047,0.422,0.035,1.553,2.498,0.085,0.65,15.077,4.687,0.264,0.295,11.328,3.871,1.637,10.909,4.775,0.055,0,0,0,0.736,5.084,0.041,0.063,0,33.695,0.983,2.795,0.03,1.776,0.062,0.031,0.386,10.485,2.98,0.176,0,0.237,0.212,7.671,0.061,0,2.552,1.44,0,0,1.353,0.529,0,0,0,0,0,0,0,7.6,4.266,2.072,1.214,12.97,11.328,19.961,52.412,31.452,9.677,61.852,25.403,0,0,0,0,54.839,68.655,86.104,18.817,24.731,80.747,54.926,25.269,0,12.903,68.773,6.452,0,50.887,31.452,0,0,0,52.472,63.62,44.228,44.39,80.747
83616,V. Crețu,Valentin,Crețu,11565,FCSB,rb,Fundaș Lateral Dreapta,Defender,right,1/2/1989,Romania,176,71,19,1578,0,2,4,1,3,0,880,676,21,18,241,109,240,48,5,72,159,0,0.098,0.198,44.351,34.136,12.059,2.198,0.245,12.056,5.362,68.485,41.549,45.614,5.263,Right Back,19,15,2,4,1578,1578,0,0,0,0,103,32,69,40,45,25,9,0,0,106,77,93,34,301,216,137,130,9,3,12,12,292,220,122,73,181,149,118,47,0,0,0,0,0,0,0,6,0,0,24,12,7,21,12,60,7,0.35,2.45,0,669,32,42,1,27,0,0,2,20,177,64,6,0,38,20,0,0,144,3,0,45,25,0,0,0,0,0,0,0,0,138,71,30,12,292,220,18.527,30.257,8.2,7.765,5.386,3.518,2.084,0.515,0,5.015,4.729,1.052,0,3.311,7.302,0.208,0,0,2.352,0,0,0,0,0.294,1.07,0.341,14.641,7.344,0.439,0.587,14.822,5.887,1.034,0.587,0,3.016,0.39,0,1.657,1.976,0,1.711,10.497,6.92,0.148,0.587,11.224,3.514,0.884,8.989,5.979,0,0,0,0,0.542,3.662,0.018,0.119,0,34.236,1.683,2.197,0.048,1.479,0,0,0.947,8.694,3.112,0.293,0,0.096,0.05,7.157,0.145,0,2.022,1.084,0,0,2.084,1.189,0,0,0,0,0,0,0,6.921,3.701,1.492,0.592,14.822,11.224,30.504,47.719,41.228,0,57.041,28.802,0,0,0,0,52.632,63.126,83.605,13.158,36.842,66.513,55.582,32.105,0,10.526,70.144,15.789,0,45.614,41.228,0,0,0,50.616,64.138,35.877,29.474,66.513
83617,C. Deac,Ciprian,Deac,11611,CFR Cluj,ramf,Atacant Lateral Dr.,Midfielder,left,2/16/1986,Romania,177,74,7,167,0,0,3,0,1,0,51,40,0,0,21,7,14,5,0,3,5,0,0,0.477,12.211,9.633,2.99,1.264,0,4.469,1.574,34.093,22.857,0,0,Right Attacking Midfielder,7,3,3,4,167,167,0,0,0,3,7,1,11,5,0,0,2,0,0,3,2,6,3,15,11,12,11,1,0,2,2,10,8,3,1,10,6,9,3,1,0,1,0,6,0,2,0,7,0,3,1,0,4,2,1,0,0.17,0.57,0,39,5,0,0,3,0,0,0,4,14,2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,0,10,8,8.167,3.411,0,1.264,1.25,2.527,0,0.214,0,0.691,1.363,0,0,0.691,1.167,0,0,0,0.821,0.263,0.263,1.167,0,0,0.691,0,3.747,2.993,0.263,0.559,2.317,0.787,0.773,0.559,0.691,0.214,0,0,0,1.311,0,0.821,2.68,2.779,0,0.559,2.054,0.263,0,1.941,1.84,0,0,0,0.477,0.263,0.429,0.023,0.081,0,9.026,0.923,0,0,0.757,0,0,1.05,3.419,0.524,0,0,0,0,2.417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.789,0.477,1.05,0,2.317,2.054,14.286,8.929,0,0,14.286,16.667,0,0,0,0,14.286,31.973,40,0,14.286,39.286,4.761,28.571,21.429,14.286,33.333,0,0,0,0,0,0,0,10.953,21.429,7.143,0,39.286
83665,A. Benga,Alexandru,Benga,30817,UTA Arad,lcb,Fundaș Central Stânga,Defender,right,6/15/1989,Romania,188,83,21,1129,1,0,6,2,1,0,440,374,3,3,136,69,86,38,10,51,127,0.045,0,0.272,19.671,16.754,3.373,1.334,0.286,5.32,2.564,43.368,49.971,14.286,9.524,Left Centre Back,21,10,1,11,1129,1129,5,0,0,0,34,9,12,7,68,39,4,0,0,70,40,0,0,188,136,16,14,3,3,0,0,214,203,70,37,87,80,9,4,0,0,0,0,0,0,0,0,0,0,22,14,1,0,0,21,3,0.92,0,0,267,8,9,1,54,0,0,9,4,70,51,2,0,7,3,0,0,47,2,0,68,39,0,0,0,0,0,0,0,0,86,27,6,2,214,203,16.607,25.094,11.252,4.881,1.394,0.465,2.558,0.182,0,3.128,0,0.09,0.227,1.958,3.13,0.046,0,0,0.136,0,0,0,0,0,0.904,0.045,8.381,0.736,0.09,0,9.658,3.058,0,0,0,0.902,0.136,0.045,0.363,0.241,0,0,6.024,0.646,0.09,0,9.233,1.607,0.09,3.443,0.362,0,0,0,0,0.556,1.789,0.041,0,0,12.225,0.381,0.404,0.046,2.008,0,0,0.09,3.075,1.813,0.091,0,0.362,0.09,2.075,0.091,0,0.269,0.09,0,0,2.558,1.404,0,0,0,0,0,0,0,3.237,1.08,0.197,0.046,9.658,9.233,15.159,23.016,28.719,0,26.51,0,9.524,4.762,0,0,23.81,37.325,36.905,9.524,0,49.312,27.313,0,0,4.762,33.781,9.524,0,3.175,28.719,0,0,0,33.49,29.445,16.667,4.762,49.312
